timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,IdleTime,Connect
1677342103991,7054,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-432,text,false,,2685,0,404,404,https://reqres.in/api/users/register,,0,0,7054
1677342103932,7113,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-429,text,false,,2685,0,404,404,https://reqres.in/api/users/register,,0,0,7113
1677342104053,6992,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-435,text,false,,2685,0,404,404,https://reqres.in/api/users/register,,0,0,6992
1677342104131,6914,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-439,text,false,,2685,0,404,404,https://reqres.in/api/users/register,,0,0,6914
1677342103952,7093,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-430,text,false,,2685,0,404,404,https://reqres.in/api/users/register,,0,0,7093
1677342103971,7093,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-431,text,false,,2685,0,398,398,https://reqres.in/api/users/register,,0,0,7093
1677342104192,6875,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-442,text,false,,2685,0,397,397,https://reqres.in/api/users/register,,0,0,6875
1677342104252,6815,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-445,text,false,,2685,0,397,397,https://reqres.in/api/users/register,,0,0,6815
1677342104073,6994,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-436,text,false,,2685,0,396,396,https://reqres.in/api/users/register,,0,0,6994
1677342104171,6897,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-441,text,false,,2685,0,395,395,https://reqres.in/api/users/register,,0,0,6897
1677342104272,6795,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-446,text,false,,2685,0,394,394,https://reqres.in/api/users/register,,0,0,6795
1677342104233,6834,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-444,text,false,,2685,0,394,394,https://reqres.in/api/users/register,,0,0,6834
1677342104031,7041,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-434,text,false,,2685,0,391,391,https://reqres.in/api/users/register,,0,0,7041
1677342104112,6960,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-438,text,false,,2685,0,391,391,https://reqres.in/api/users/register,,0,0,6960
1677342104311,6761,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-448,text,false,,2685,0,391,391,https://reqres.in/api/users/register,,0,0,6761
1677342104093,6980,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-437,text,false,,2685,0,388,388,https://reqres.in/api/users/register,,0,0,6980
1677342104212,6865,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-443,text,false,,2685,0,387,387,https://reqres.in/api/users/register,,0,0,6865
1677342104331,6747,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-449,text,false,,2685,0,386,386,https://reqres.in/api/users/register,,0,0,6747
1677342104151,6927,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-440,text,false,,2685,0,386,386,https://reqres.in/api/users/register,,0,0,6926
1677342104291,6792,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-447,text,false,,2685,0,384,384,https://reqres.in/api/users/register,,0,0,6792
1677342104352,6802,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-450,text,false,,2685,0,383,383,https://reqres.in/api/users/register,,0,0,6802
1677342097381,14103,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-102,text,false,,2685,0,382,382,https://reqres.in/api/users/register,,0,0,14103
1677342097362,14122,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-101,text,false,,2685,0,382,382,https://reqres.in/api/users/register,,0,0,14122
1677342098162,13322,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-141,text,false,,2685,0,382,382,https://reqres.in/api/users/register,,0,0,13322
1677342097402,14087,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-103,text,false,,2685,0,379,379,https://reqres.in/api/users/register,,0,0,14087
1677342097422,14067,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-104,text,false,,2685,0,379,379,https://reqres.in/api/users/register,,0,0,14067
1677342097442,14083,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-105,text,false,,2685,0,377,377,https://reqres.in/api/users/register,,0,0,14083
1677342104391,7135,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-452,text,false,,2685,0,376,376,https://reqres.in/api/users/register,,0,0,7135
1677342104411,7153,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-453,text,false,,2685,0,375,375,https://reqres.in/api/users/register,,0,0,7152
1677342104532,7032,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-459,text,false,,2685,0,375,375,https://reqres.in/api/users/register,,0,0,7031
1677342104552,7012,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-460,text,false,,2685,0,373,373,https://reqres.in/api/users/register,,0,0,7012
1677342104431,7133,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-454,text,false,,2685,0,373,373,https://reqres.in/api/users/register,,0,0,7133
1677342104475,7089,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-456,text,false,,2685,0,373,373,https://reqres.in/api/users/register,,0,0,7089
1677342104612,6952,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-463,text,false,,2685,0,373,373,https://reqres.in/api/users/register,,0,0,6952
1677342104592,6979,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-462,text,false,,2685,0,369,369,https://reqres.in/api/users/register,,0,0,6979
1677342104451,7125,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-455,text,false,,2685,0,368,368,https://reqres.in/api/users/register,,0,0,7125
1677342104371,7212,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-451,text,false,,2685,0,367,367,https://reqres.in/api/users/register,,0,0,7212
1677342097522,14061,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-109,text,false,,2685,0,367,367,https://reqres.in/api/users/register,,0,0,14061
1677342104492,7091,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-457,text,false,,2685,0,367,367,https://reqres.in/api/users/register,,0,0,7091
1677342104572,7011,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-461,text,false,,2685,0,367,367,https://reqres.in/api/users/register,,0,0,7011
1677342104512,7071,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-458,text,false,,2685,0,366,366,https://reqres.in/api/users/register,,0,0,7071
1677342097543,14040,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-110,text,false,,2685,0,367,367,https://reqres.in/api/users/register,,0,0,14040
1677342097462,14121,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-106,text,false,,2685,0,363,363,https://reqres.in/api/users/register,,0,0,14121
1677342097503,14080,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-108,text,false,,2685,0,364,364,https://reqres.in/api/users/register,,0,0,14080
1677342097483,14100,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-107,text,false,,2685,0,367,367,https://reqres.in/api/users/register,,0,0,14100
1677342104633,7408,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-464,text,false,,2685,0,358,358,https://reqres.in/api/users/register,,0,0,7408
1677342104691,7361,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-467,text,false,,2685,0,357,357,https://reqres.in/api/users/register,,0,0,7361
1677342104710,7343,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-468,text,false,,2685,0,357,357,https://reqres.in/api/users/register,,0,0,7343
1677342104752,7301,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-470,text,false,,2685,0,357,357,https://reqres.in/api/users/register,,0,0,7301
1677342104817,7236,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-473,text,false,,2685,0,357,357,https://reqres.in/api/users/register,,0,0,7236
1677342104671,7382,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-466,text,false,,2685,0,357,357,https://reqres.in/api/users/register,,0,0,7382
1677342097582,14471,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-112,text,false,,2685,0,357,357,https://reqres.in/api/users/register,,0,0,14471
1677342104932,7120,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-479,text,false,,2685,0,357,357,https://reqres.in/api/users/register,,0,0,7120
1677342104653,7400,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-465,text,false,,2685,0,356,356,https://reqres.in/api/users/register,,0,0,7400
1677342104852,7200,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-475,text,false,,2685,0,357,357,https://reqres.in/api/users/register,,0,0,7200
1677342104791,7263,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-472,text,false,,2685,0,354,354,https://reqres.in/api/users/register,,0,0,7262
1677342097743,14316,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-120,text,false,,2685,0,347,347,https://reqres.in/api/users/register,,0,0,14316
1677342097661,14408,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-116,text,false,,2685,0,346,346,https://reqres.in/api/users/register,,0,0,14408
1677342104991,7078,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-482,text,false,,2685,0,346,346,https://reqres.in/api/users/register,,0,0,7078
1677342104972,7097,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-481,text,false,,2685,0,346,346,https://reqres.in/api/users/register,,0,0,7097
1677342097703,14367,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-118,text,false,,2685,0,343,343,https://reqres.in/api/users/register,,0,0,14367
1677342104912,7158,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-478,text,false,,2685,0,343,343,https://reqres.in/api/users/register,,0,0,7158
1677342105091,6979,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,Reqres_Swagger 1-487,text,false,,2685,0,343,343,https://reqres.in/api/users/register,,0,0,6979
